True Label,Predicted Label,Content
question,simulation,"in all our different simulation runs we never observe a signature of dipolar accretion as it is would be expected from models of young stellar jet formation ( e . g . camenzind NUM , shu et al . NUM ) . instead , a magnetically driven wind develops from the stellar surface . note that this strong stellar outflow is permitted but not prescribed by the inflow boundary condition along the star , since the inflow velocity is very low . we emphasize that even in our simulation l1 for a non rotating star ( fendt & elstner NUM ) , where no stellar wind can develop , no dipolar accretion occurred . therefore , we believe that it is not the boundary condition which prevails the matter from falling from the disk to the star . in fact , dipolar accretion has never been observed in the literature of numerical mhd simulations considering the star - disk interaction ( e . g . hayashi et al . NUM , goodson et al . NUM , miller & stone NUM ) , but this might also be caused by the comparatively short time evolution in those simulations .                                                                                                                                                                                                                                                                                                                         "
related work,abstract,"in a recent work of parzanchevski and rosenthal citationelement a notion of high order topological random walk on high dimensional simplicial complexes has been studied . the topological random walk was designed to expose the topological properties of the complex . parzanchevski and rosenthal define a variant of the stationary distribution of the random walk and show its relation to the spectrum of the high order laplacian on the space that is orthogonal to the coboundaries . in our work , the stationary distribution of the random walk is already known to be the uniform distribution . moreover , it is already known that the speed of convergence is controlled by the concentration of the spectrum of the high order adjacency matrix on the space that is orthogonal to the constant functions . we show here that cosystolic expansion of a complex implies the concentration of the spectrum of its high order adjacency matrix , a thing that can not be deduced in any way from citationelement .                                                                                                                                                                                                                                                                                                                                                        "
related work,acknowledgement,efforts similar to this work are undergone at jefferson lab citationelement . this underlines the necessity of this approach .                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
related work,caption,mixed guidance in classification                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
related work,conclusion,"fundamental parameters of ag car during the minimum of NUM - NUM have been presented here for the first time and , therefore , only our results for the minimum of NUM - NUM can be compared with previous works . we summarize in table ref the results obtained by different works .                                                                                                                                                                                                                                                                                                                                                                                                                                                                           "
related work,contribution,"a similar model that addressed spatio - temporal information was presented in citationelement . a fixed - drift version of the model presented here was originally presented at a machine learning workshop citationelement and is most closely related to citationelement . because the models share the same name , we discuss some important differences before presenting our version , and also to highlight our contributions : * our approach does not require kalman smoothing . therefore , we do not store the sequence of state vectors , which allows for our model to scale to massive data sets . the model in citationelement is only designed to handle small - scale data problems . * we derive a variational inference algorithm for learning time - evolving distributions on the latent state space vectors akin to the kalman filter . we also use a geometric brownian motion for learning a dynamic drift parameter . our experiments will show that a fully bayesian approach on the state space improves predictive ability and learning a dynamic drift gives significant information about the underlying structure of the data set . * we derive a probit model for binary and ordinal observations such as movie ratings instead of directly modeling all data types with gaussians . we will show that this approach gives an improvement in performance when compared with modeling , e . g . , discrete star ratings as real - valued gaussian random variables .                                                                                                                                                                                                                                                                             "
related work,definition,"yao citationelement defined the yao graph italic_Y POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end OPEN_( italic_G CLOSE_) as follows . at each node italic_u RELOP_element_of italic_V , any italic_k equal - separated rays originated at italic_u define italic_k cones ; in each cone , pick the edge italic_u italic_v of smallest id , if such an edge exists , and add to the yao graph the directed edge OVERACCENT_overrightarrow ARG_start italic_u italic_v ARG_end . we call this the yao - step , described in table ref .                                                                                                                                                                                                                                                                                                                                                                                                                                             "
related work,example,"let OPEN_( italic_X PUNCT_, italic_Z CLOSE_) be bivariate normally distributed random variables with mean NUM , variance NUM and cross - correlation coefficient italic_rho . let OPEN_( italic_Y PUNCT_, italic_W CLOSE_) be likewise and independent of OPEN_( italic_X PUNCT_, italic_Z CLOSE_) . the density of OPEN_( italic_A PUNCT_, italic_B CLOSE_) RELOP_equals OPEN_( italic_square_root ARG_start OPEN_( italic_X ADDOP_minus NUM MULOP_divide NUM CLOSE_) POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_plus italic_Y POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end PUNCT_, italic_square_root ARG_start OPEN_( italic_Z ADDOP_minus NUM MULOP_divide NUM CLOSE_) POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_plus italic_W POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end CLOSE_) is citationelement Omega italic_a italic_b OPFUNCTION_exponential OPEN_( ADDOP_minus FRACOP_italic_divide ARG_start italic_a POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_plus italic_b POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end ARG_start NUM OPEN_( NUM ADDOP_minus italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end CLOSE_) ARG_end CLOSE_) SUMOP_sum POSTSUBSCRIPT_start italic_k RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start ID_infinity POSTSUPERSCRIPT_end italic_varepsilon POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end italic_I POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end OPEN_( FRACOP_italic_divide ARG_start italic_a italic_b italic_rho ARG_end ARG_start NUM ADDOP_minus italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end CLOSE_) italic_I POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end OPEN_( FRACOP_italic_divide ARG_start italic_a ARG_end ARG_start NUM OPEN_( NUM ADDOP_plus italic_rho CLOSE_) ARG_end CLOSE_) italic_I POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end OPEN_( FRACOP_italic_divide ARG_start italic_b ARG_end ARG_start NUM OPEN_( NUM ADDOP_plus italic_rho CLOSE_) ARG_end CLOSE_) where italic_varepsilon POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals NUM , italic_varepsilon POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end RELOP_equals NUM for italic_k RELOP_greater_than NUM and the normalizing constant is Omega RELOP_equals FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM ADDOP_minus italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end OPFUNCTION_exponential OPEN_( ADDOP_minus FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM OPEN_( NUM ADDOP_plus italic_rho CLOSE_) ARG_end CLOSE_) PERIOD_. this result concerns the joint distribution of correlated distances from a point OPEN_( NUM MULOP_divide NUM PUNCT_, NUM CLOSE_) , which is not what we truly seek . using an argument in citationelement applied instead to a more general theorem in citationelement , we evaluate that OPEN_( OVERACCENT_bar ARG_start italic_A ARG_end PUNCT_, OVERACCENT_bar ARG_start italic_B ARG_end CLOSE_) RELOP_equals OPEN_( italic_square_root ARG_start OPEN_( italic_X ADDOP_plus NUM MULOP_divide NUM CLOSE_) POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_plus italic_Y POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end PUNCT_, italic_square_root ARG_start OPEN_( italic_Z ADDOP_minus NUM MULOP_divide NUM CLOSE_) POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_plus italic_W POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end CLOSE_) has density OVERACCENT_bar ARG_start Omega ARG_end italic_a italic_b OPFUNCTION_exponential OPEN_( ADDOP_minus FRACOP_italic_divide ARG_start italic_a POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_plus italic_b POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end ARG_start NUM OPEN_( NUM ADDOP_minus italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end CLOSE_) ARG_end CLOSE_) SUMOP_sum POSTSUBSCRIPT_start italic_k RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start ID_infinity POSTSUPERSCRIPT_end OPEN_( ADDOP_minus NUM CLOSE_) POSTSUPERSCRIPT_start italic_k POSTSUPERSCRIPT_end italic_varepsilon POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end italic_I POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end OPEN_( FRACOP_italic_divide ARG_start italic_a italic_b italic_rho ARG_end ARG_start NUM ADDOP_minus italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end CLOSE_) italic_I POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end OPEN_( FRACOP_italic_divide ARG_start italic_a ARG_end ARG_start NUM OPEN_( NUM ADDOP_minus italic_rho CLOSE_) ARG_end CLOSE_) italic_I POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end OPEN_( FRACOP_italic_divide ARG_start italic_b ARG_end ARG_start NUM OPEN_( NUM ADDOP_minus italic_rho CLOSE_) ARG_end CLOSE_) with normalizing constant OVERACCENT_bar ARG_start Omega ARG_end RELOP_equals FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM ADDOP_minus italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end OPFUNCTION_exponential OPEN_( ADDOP_minus FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM OPEN_( NUM ADDOP_minus italic_rho CLOSE_) ARG_end CLOSE_) PERIOD_. the changes from former to latter are slight . our conjecture would be that this joint distribution approaches that for anchored triangle"
related work,introduction,"logical frameworks arise because one wants to create a single framework , which is a kind of meta - logic or universal logic . the edinburgh logical framework citationelement presents logics by a judgements - as - types principle , which can be regarded as the meta - theoretical analogue of the well - known propositions - as - types principles citationelement . martin - lof 's logical framework citationelement has been developed by martin - lof to present his intensional type theory . in utt citationelement , luo proposed a typed version of martin - lof 's logical framework , in which untyped functional operations of the form OPEN_( italic_x CLOSE_) italic_k are replaced by typed OPEN_[ italic_x METARELOP_colon italic_K CLOSE_] italic_k .                                                                                                                                                                                                                                                                                                                                                                                                    "
related work,model,"a straightforward application of the zero - temperature ideas would suggest a form factor expansion of the vacuum expectation values on the circle ( ref ) : ARRAY ROW_start CELL_start FLOATSUBSCRIPT_start italic_L FLOATSUBSCRIPT_end OPEN_langle vac VERTBAR_| caligraphic_O POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end OPEN_( italic_x PUNCT_, italic_tau CLOSE_) caligraphic_O POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end OPEN_( NUM PUNCT_, NUM CLOSE_) VERTBAR_| vac CLOSE_rangle POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end RELOP_equals CELL_end ROW_end ROW_start CELL_start SUMOP_sum POSTSUBSCRIPT_start italic_k RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start ID_infinity POSTSUPERSCRIPT_end SUMOP_sum POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_ldots PUNCT_, italic_n POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end POSTSUBSCRIPT_end FRACOP_italic_divide ARG_start italic_e POSTSUPERSCRIPT_start SUMOP_sum POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end italic_n POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end FRACOP_italic_divide ARG_start NUM italic_pi italic_i italic_x ARG_end ARG_start italic_L ARG_end ADDOP_minus italic_E POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_ldots PUNCT_, italic_n POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end POSTSUBSCRIPT_end italic_tau POSTSUPERSCRIPT_end ARG_end ARG_start italic_k POSTFIX_factorial ARG_end FLOATSUBSCRIPT_start italic_L FLOATSUBSCRIPT_end OPEN_langle vac VERTBAR_| caligraphic_O POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end OPEN_( NUM PUNCT_, NUM CLOSE_) VERTBAR_| italic_n POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_ldots PUNCT_, italic_n POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end CLOSE_rangle POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end FLOATSUBSCRIPT_start italic_L FLOATSUBSCRIPT_end OPEN_langle italic_n POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_ldots PUNCT_, italic_n POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end VERTBAR_| caligraphic_O POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end OPEN_( NUM PUNCT_, NUM CLOSE_) VERTBAR_| vac CLOSE_rangle POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end CELL_end ROW_end ARRAY where the eigenstates of the momentum operator and of the hamiltonian on the circle are parametrized by discrete variables italic_n POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end 's . this form is valid for any integrable models on the circle ; it can also obviously be generalized to other multi - point correlation functions . in general integrable models , the energy levels italic_E POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_ldots PUNCT_, italic_n POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end POSTSUBSCRIPT_end are not known in closed form ( although exact methods exist to obtain non - linear integral equations that define them : from thermodynamic bethe ansatz techniques , from calculations a la destri - de vega and from the so - called blz program ) . also the matrix elements of local fields FLOATSUBSCRIPT_start italic_L FLOATSUBSCRIPT_end OPEN_langle vac VERTBAR_| caligraphic_O POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end OPEN_( NUM PUNCT_, NUM CLOSE_) VERTBAR_| italic_n POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_ldots PUNCT_, italic_n POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end CLOSE_rangle ( form factors on the circle ) still seem to be far from reach ( however , see citationelement ) . hence , this method does not seem to be applicable in general yet . nevertheless , in the majorana fermion theory with mass italic_m , the energy levels are simply given by italic_E POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_ldots PUNCT_, italic_n POSTSUBSCRIPT_start italic_k POSTSUBSCRIPT_end POSTSUBSCRIPT_end RELOP_equals SUMOP_sum POSTSUBSCRIPT_start italic_j RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start italic_k POSTSUPERSCRIPT_end italic_square_root ARG_start italic_m POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_plus OPEN_( FRACOP_italic_divide ARG_start NUM italic_pi italic_n POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end ARG_end ARG_start italic_L ARG_end CLOSE_) POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end where italic_n POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end RELOP_element_of blackboard_Z ADDOP_plus FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM ARG_end in the neveu - schwartz ( ns ) sector and italic_n POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end RELOP_element_of blackboard_Z in the ramond ( r ) sector ( the sectors where the fermion field have anti - periodic and periodic conditions around the cylinder , respectively ) ."
related work,observation,"amongst the recent noteworthy observational investigations of pulsar spin - velocity is that of johnston et al . ( NUM ; hereafter j05 ) who used NUM carefully calibrated pulsars , NUM of which showed strong evidence for a correlation between spin and velocity . the uniform distribution of Psi between NUM POSTSUPERSCRIPT_start MULOP_compose POSTSUPERSCRIPT_end and NUM POSTSUPERSCRIPT_start MULOP_compose POSTSUPERSCRIPT_end ( i . e . allowing for orthogonal emission ) was rejected under a kolmogorov - smirnov ( ks ) test at the NUM POSTFIX_percent confidence level ( cl ) . it should be mentioned that the expected form of the Psi distribution for PA POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_perpendicular_to PA POSTSUBSCRIPT_start italic_v POSTSUBSCRIPT_end ( see section ref ) was also rejected at the NUM % cl . in addition , for those pulsars in that sample with spin - down ages , italic_tau POSTSUBSCRIPT_start c POSTSUBSCRIPT_end RELOP_equals italic_P MULOP_divide OPEN_( NUM OVERACCENT_dot ARG_start italic_P ARG_end CLOSE_) RELOP_less_than NUM myr , where OVERACCENT_dot ARG_start italic_P ARG_end is the period time - derivative , the authors found that Psi RELOP_less_than NUM POSTSUPERSCRIPT_start MULOP_compose POSTSUPERSCRIPT_end , although it should be stated that the sample was only composed of NUM pulsars .                                                                                                                                                                                                                                                                                                                          "
related work,problem,"due to the space constraints , we limit our description to the work that specifically addresses the caching problem in dense cellular networks .                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        "
related work,proof,"the upper bound italic_A POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( NUM PUNCT_, NUM PUNCT_; NUM CLOSE_) RELOP_less_than_or_equals NUM MULOP_divide NUM RELOP_equals NUM can be concluded by observing that there are NUM NUM - dimensional subspaces in blackboard_F POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end and every codeword contains seven NUM - dimensional subspaces .                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
related work,proposition,"as discussed above , through the work of various researchers by now many different equivalent forms of the sensitivity conjecture are available . almost all of these different formulations and various approaches to the conjecture are discussed in the excellent survey of p . hatami et al . citationelement ( see also the blogpost of aaronson citationelement ) . we refer to these works for a more detailed exposition of the background . we briefly recall some of the more immediately relevant facts :                                                                                                                                                                                                                                                                                                                                                                                                                                            "
related work,remark,"as remarked earlier , rotor walks on trees were studied in detail by landau and levine citationelement . further results on rotor walks on trees will appear in a forthcoming work of angel and holroyd citationelement , and further refinements and discussions of the results presented here will appear in propp citationelement .                                                                                                                                                                                                                                                                                                                                                                                                                                                                           "
related work,result,"other authors citationelement have inferred log italic_N - log italic_F slopes of italic_alpha RELOP_approximately_equals NUM . citationelement discounted the effects of the primary beam by assuming that all frbs are detected close to the antenna boresight , which may systematically bias their results towards larger values of italic_alpha . citationelement included the effects of the primary beam in their simulations and showed that a relatively large range of values of italic_alpha ( NUM ADDOP_plus_or_minus NUM ) were consistent with the data . we note that , unlike previous studies , our parkes multiple - beam constraints are largely insensitive and unbiased with respect to variations in burst properties due to scattering and dispersion .                                                                                                                                                                                                                                                                                                                                                                                                              "
related work,simulation,"paardekooper & mellema ( NUM ) have carried out two fluid simulations similar to our approach but using a conservative godunov scheme to study the response of mm sized dust to the planet . they focus on the minimum planet mass to open a gap in the dust disk and find a NUM . NUM m FLOATSUBSCRIPT_start italic_J FLOATSUBSCRIPT_end planet can open a gap in the mm - sized dust component . a similar result was also found using three dimensional sph simulations by fouchet et al . ( NUM ) . this can be partly understood as the thermal mass ( italic_G italic_c POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end MULOP_divide Omega ) of a dust disk is significantly lower than that of the gaseous disk since the dust is a pressureless system , so that a gap is easier to be opened in the dust disk . dust diffusion is ignored in both of these studies . however if the relative density between the dust and gas has a large gradient across the gap or spiral wakes , dust diffusion may play an important role to smear out any feature in the dust disk . our work focuses on gap opening by more massive planets to study the effect of the gaseous gap edge on much smaller grains ( RELOP_similar_to NUM italic_mu m ) which are essential for near - ir deficit of transitional disk systems .                                                                                                                                                                                                                                                                                  "
remark,abstract,we have measured the microwave surface impedance of prfeaso FLOATSUBSCRIPT_start NUM ADDOP_minus italic_y FLOATSUBSCRIPT_end and ba FLOATSUBSCRIPT_start NUM ADDOP_minus italic_x FLOATSUBSCRIPT_end k FLOATSUBSCRIPT_start italic_x FLOATSUBSCRIPT_end fe FLOATSUBSCRIPT_start NUM FLOATSUBSCRIPT_end as FLOATSUBSCRIPT_start NUM FLOATSUBSCRIPT_end single crystals . we also developed an unambiguous method to determine lower critical fields by utilizing an array of miniature hall sensors . the penetration depth and the lower critical field data both provide saturation behavior of superfluid density at low temperatures for prfeaso FLOATSUBSCRIPT_start NUM ADDOP_minus italic_y FLOATSUBSCRIPT_end crystals . the flat dependence of italic_lambda POSTSUBSCRIPT_start italic_a italic_b POSTSUBSCRIPT_end OPEN_( italic_T CLOSE_) and italic_n POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end OPEN_( italic_T CLOSE_) at low temperatures demonstrates that the finite superconducting gap larger than RELOP_similar_to NUM italic_k POSTSUBSCRIPT_start italic_B POSTSUBSCRIPT_end italic_T POSTSUBSCRIPT_start italic_c POSTSUBSCRIPT_end opens up all over the fermi surface . for ba FLOATSUBSCRIPT_start NUM ADDOP_minus italic_x FLOATSUBSCRIPT_end k FLOATSUBSCRIPT_start italic_x FLOATSUBSCRIPT_end fe FLOATSUBSCRIPT_start NUM FLOATSUBSCRIPT_end as FLOATSUBSCRIPT_start NUM FLOATSUBSCRIPT_end single crystals we find that the temperature dependence of the superfluid density is sensitive to disorder and in the cleanest sample it shows exponential behavior consistent with fully opened two gaps .                                                                                                                                                                                                                                                                                                                                        
remark,acknowledgement,the author gives his warmest thanks to the referee for pointing out this fact .                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
remark,caption,comparison to previous multi - user diversity schemes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
remark,conclusion,"let us conclude the study of the closed loops sector with a few remarks . first , based on an observation made by kostov in citationelement for the disc with neumann - js boundaries , we extend the relations ref to the case italic_L RELOP_equals NUM . this defines a new quantity italic_D POSTSUBSCRIPT_start italic_I italic_J POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM VERTBAR_parallel_to CLOSE_) POSTSUPERSCRIPT_end satisfying italic_D POSTSUBSCRIPT_start italic_I italic_J POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM VERTBAR_parallel_to CLOSE_) POSTSUPERSCRIPT_end RELOP_equals italic_k POSTSUBSCRIPT_start italic_I italic_J POSTSUBSCRIPT_end italic_W MULOP_ast italic_D POSTSUBSCRIPT_start italic_I italic_J POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM VERTBAR_parallel_to CLOSE_) POSTSUPERSCRIPT_end PERIOD_. the compatibility of this definition with ref results in the relation italic_D POSTSUBSCRIPT_start italic_I italic_J POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM VERTBAR_parallel_to CLOSE_) POSTSUPERSCRIPT_end OPEN_( italic_x CLOSE_) RELOP_equals FRACOP_italic_divide ARG_start italic_D POSTSUBSCRIPT_start italic_I italic_J POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM RELOP_perpendicular_to CLOSE_) POSTSUPERSCRIPT_end OPEN_( italic_x CLOSE_) ARG_end ARG_start italic_d POSTSUBSCRIPT_start italic_I POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM RELOP_perpendicular_to CLOSE_) POSTSUPERSCRIPT_end OPEN_( italic_x CLOSE_) italic_d POSTSUBSCRIPT_start italic_J POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM RELOP_perpendicular_to CLOSE_) POSTSUPERSCRIPT_end OPEN_( italic_x CLOSE_) ARG_end PUNCT_, handing only when the image ADDOP_minus italic_x belongs to the support of the eigenvalue density . but two functions taking the same values on this symmetric support leads to the same results when appearing on the right side of the star product , so that we have the freedom to choose italic_D POSTSUBSCRIPT_start italic_I italic_J POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM VERTBAR_parallel_to CLOSE_) POSTSUPERSCRIPT_end such that the relation ref extends to the whole complex plane . this relation becomes significant when written as italic_D POSTSUBSCRIPT_start italic_I italic_J POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM VERTBAR_parallel_to CLOSE_) POSTSUPERSCRIPT_end RELOP_equals FRACOP_italic_divide ARG_start italic_D POSTSUBSCRIPT_start italic_I italic_J POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM RELOP_perpendicular_to CLOSE_) POSTSUPERSCRIPT_end ARG_end ARG_start OPEN_( NUM ADDOP_minus italic_D POSTSUBSCRIPT_start italic_I POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM RELOP_perpendicular_to CLOSE_) POSTSUPERSCRIPT_end CLOSE_) OPEN_( NUM ADDOP_minus italic_D POSTSUBSCRIPT_start italic_J POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM RELOP_perpendicular_to CLOSE_) POSTSUPERSCRIPT_end CLOSE_) ARG_end RELOP_equals SUMOP_sum POSTSUBSCRIPT_start italic_m PUNCT_, italic_n RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start ID_infinity POSTSUPERSCRIPT_end OPEN_( italic_D POSTSUBSCRIPT_start italic_I POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM RELOP_perpendicular_to CLOSE_) POSTSUPERSCRIPT_end CLOSE_) POSTSUPERSCRIPT_start italic_n POSTSUPERSCRIPT_end OPEN_( italic_D POSTSUBSCRIPT_start italic_J POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM RELOP_perpendicular_to CLOSE_) POSTSUPERSCRIPT_end CLOSE_) POSTSUPERSCRIPT_start italic_m POSTSUPERSCRIPT_end italic_D POSTSUBSCRIPT_start italic_I italic_J POSTSUBSCRIPT_end POSTSUPERSCRIPT_start OPEN_( NUM RELOP_perpendicular_to CLOSE_) POSTSUPERSCRIPT_end PERIOD_. the sum over OPEN_( italic_m PUNCT_, italic_n CLOSE_) counts the number of time js FLOATSUBSCRIPT_start italic_I FLOATSUBSCRIPT_end and js FLOATSUBSCRIPT_start italic_J FLOATSUBSCRIPT_end can touch themselves , boundaries touching eachother being forbidden .                                                                                                                          "
