True Label,Predicted Label,Content
example,proposition,"we assume that the processes italic_X POSTSUPERSCRIPT_start italic_n POSTSUPERSCRIPT_end are mathformula processes with drift italic_b POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end and parameters italic_A POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end PUNCT_, italic_B POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end RELOP_greater_than NUM NUM RELOP_less_than_or_equals italic_alpha POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end RELOP_less_than NUM we recall that the levy measure of a cgmy process is given by ref we consider the case of variance minimising measures q NUM we then have that italic_Y POSTSUBSCRIPT_start italic_u POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) RELOP_equals NUM ADDOP_plus italic_u OPEN_( italic_e POSTSUPERSCRIPT_start italic_x POSTSUPERSCRIPT_end ADDOP_minus NUM CLOSE_) and italic_F POSTSUPERSCRIPT_start italic_n POSTSUPERSCRIPT_end OPEN_( italic_u CLOSE_) RELOP_equals italic_b POSTSUPERSCRIPT_start italic_n POSTSUPERSCRIPT_end ADDOP_plus INTOP_integral POSTSUBSCRIPT_start blackboard_R POSTSUPERSCRIPT_start MULOP_times POSTSUPERSCRIPT_end POSTSUBSCRIPT_end OPEN_( italic_u OPEN_( italic_e POSTSUPERSCRIPT_start italic_x POSTSUPERSCRIPT_end ADDOP_minus NUM CLOSE_) POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_plus italic_e POSTSUPERSCRIPT_start italic_x POSTSUPERSCRIPT_end ADDOP_minus NUM ADDOP_minus italic_h OPEN_( italic_x CLOSE_) CLOSE_) italic_nu POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end OPEN_( italic_d italic_x CLOSE_)                                                                                                                                                                                                                                                                                                                                                   "
example,problem,prove that SUMOP_sum POSTSUBSCRIPT_start italic_n RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start ID_infinity POSTSUPERSCRIPT_end FRACOP_italic_divide ARG_start OPEN_( FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM ARG_end CLOSE_) POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end OPEN_( FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM ARG_end CLOSE_) POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end OPEN_( FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM ARG_end CLOSE_) POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end ARG_end ARG_start OPEN_( NUM CLOSE_) POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end OPEN_( FRACOP_italic_divide ARG_start ADDOP_minus NUM ARG_end ARG_start NUM ARG_end CLOSE_) POSTSUPERSCRIPT_start NUM italic_n POSTSUPERSCRIPT_end OPEN_( NUM italic_n ADDOP_plus NUM CLOSE_) RELOP_equals FRACOP_italic_divide ARG_start NUM italic_square_root ARG_start NUM ARG_end ARG_end ARG_start italic_pi ARG_end PERIOD_.                                                                                                                                                                                                                                                                                                                                                                                                  
example,related work,as astronomical datasets grow in size and complexity the complementary methods of both visualization and analysis to inspect data are required citationelement in a similar vein to methods utilized to bring the visualization techniques of blender to the astronomical community citationelement this section will focus on several methods of using houdini to visualize astronomical data for a specific dataset from citationelement                                                                                                                                                                                                                                                                                                                                                                                                                                   
example,remark,"if OPEN_( italic_pi PUNCT_, italic_H CLOSE_) RELOP_equals OPEN_( italic_lambda POSTSUBSCRIPT_start italic_G POSTSUBSCRIPT_end PUNCT_, ell POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end OPEN_( italic_G CLOSE_) CLOSE_) is the left regular representation of italic_G it is easy to see that the action italic_sigma POSTSUPERSCRIPT_start italic_lambda POSTSUBSCRIPT_start italic_G POSTSUBSCRIPT_end POSTSUPERSCRIPT_end METARELOP_colon italic_G ARROW_curvearrowright Gamma OPEN_( ell POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end OPEN_( italic_G CLOSE_) CLOSE_) POSTSUPERSCRIPT_start SUPOP_prime SUPOP_prime POSTSUPERSCRIPT_end is the free bernoulli shift and in that case Gamma OPEN_( ell POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end OPEN_( italic_G CLOSE_) PUNCT_, italic_G PUNCT_, italic_lambda POSTSUBSCRIPT_start italic_G POSTSUBSCRIPT_end CLOSE_) POSTSUPERSCRIPT_start SUPOP_prime SUPOP_prime POSTSUPERSCRIPT_end RELOP_approximately_equals italic_L OPEN_( bold_Z CLOSE_) MULOP_ast italic_L OPEN_( italic_G CLOSE_)                                                                                                                                                                                                                                                                                                                                                                                            "
example,result,"we did some small experiments about what is the number of iterations we generated the entries of italic_H RELOP_element_of blackboard_R POSTSUPERSCRIPT_start italic_n MULOP_times italic_n POSTSUPERSCRIPT_end randomly as integers in OPEN_[ ADDOP_minus NUM PUNCT_, NUM CLOSE_] with uniform distribution then the diagonal of italic_H was increased by italic_n table ref displays the average number and the maximal number of iterations as the mean of NUM runs we considered only such matrices for which there is at least one iteration needed the others were skipped that is italic_H is not positive semidefinite and has at least one unsaturated row                                                                                                                                                                                                                                                                                                                                                                                               "
introduction,abstract,recently many papers have studied different versions of the schrodinger poisson italic_X POSTSUPERSCRIPT_start italic_alpha POSTSUPERSCRIPT_end problem                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
introduction,acknowledgement,it is a great pleasure to dedicate this article to hiroshi ezawa on the occasion of his 65th birthday i am priviledged to have known him for NUM years and am proud to see that he has such an illustrious career i wish him and his wife yoshiko the very best healthy and a long life that will last for at least another NUM years                                                                                                                                                                                                                                                                                                                                                                                                                               
introduction,conclusion,we have seen that multiwrapped instanton contributions are quite generic in caligraphic_N RELOP_equals NUM and caligraphic_N RELOP_equals NUM non perturbative effects this may seem to lead to a potential puzzle in a different NUM caligraphic_N RELOP_equals NUM context in which the reduction from caligraphic_N RELOP_equals NUM is obtained by introducing NUM spacefilling d branes leading to NUM caligraphic_N RELOP_equals NUM gauge sectors in such models certain d brane instantons wrapped on the same internal cycles as the gauge d branes admit the interpretation of gauge theory instantons in many examples the non perturbative effects in NUM caligraphic_N RELOP_equals NUM gauge theories are ensured by r symmetry and holomorphy to arise only at the NUM instanton level in these models such macroscopic considerations forbid the contribution from multiwrapped instantons in this section we take a small detour to understand microscopically the absence of multiwrapped instantons emphasizing the key differences with previous systems where they are present                                                                                                                                                                                                                                                                                                                                     
introduction,definition,"a symmetric circular quadrilateral s c q is a jordan curve italic_P in formed of four circular arcs or straight segments with all four internal angles equal to italic_pi MULOP_divide NUM will assume that the vertices of italic_P are situated in positions of the form ADDOP_plus_or_minus italic_A PUNCT_, ADDOP_plus_or_minus OVERACCENT_overline ARG_start italic_A ARG_end where ATOM italic_A RELOP_greater_than NUM ATOM italic_A RELOP_greater_than NUM                                                                                                                                                                                                                                                                                                                                                                                                                                  "
introduction,example,"let italic_zeta be a random variable binomially distributed as P OPEN_[ italic_zeta RELOP_equals NUM CLOSE_] RELOP_equals FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM ARG_end PUNCT_, P OPEN_[ italic_zeta RELOP_equals ADDOP_minus NUM CLOSE_] RELOP_equals FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM ARG_end PUNCT_, so that the laplace transform of the probability distribution is given by E OPEN_[ italic_e POSTSUPERSCRIPT_start italic_alpha italic_zeta POSTSUPERSCRIPT_end CLOSE_] RELOP_equals TRIGFUNCTION_hyperbolic_cosine italic_alpha PUNCT_, italic_alpha RELOP_element_of blackboard_R PERIOD_. for italic_N RELOP_element_of blackboard_N RELOP_equivalent_to OPEN_{ NUM PUNCT_, NUM PUNCT_, ID_dots CLOSE_} let OPEN_{ italic_zeta POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end OPEN_( italic_t CLOSE_) METARELOP_colon NUM RELOP_less_than_or_equals italic_j RELOP_less_than_or_equals italic_N PUNCT_, italic_t RELOP_element_of blackboard_N CLOSE_} be a family of i i d random variables which follow the same probability law with italic_zeta we consider a random walk rw on blackboard_Z POSTSUPERSCRIPT_start italic_N POSTSUPERSCRIPT_end bold_italic_S OPEN_( italic_t CLOSE_) RELOP_equals OPEN_( italic_S POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( italic_t CLOSE_) PUNCT_, ID_dots PUNCT_, italic_S POSTSUBSCRIPT_start italic_N POSTSUBSCRIPT_end OPEN_( italic_t CLOSE_) CLOSE_) PUNCT_, italic_t RELOP_element_of blackboard_N POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equivalent_to OPEN_{ NUM CLOSE_} ADDOP_union blackboard_N in which the components italic_S POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end OPEN_( italic_t CLOSE_) PUNCT_, italic_j RELOP_equals NUM PUNCT_, NUM PUNCT_, ID_dots PUNCT_, italic_N are independent simple and symmetric rws italic_S POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end OPEN_( NUM CLOSE_) RELOP_equals italic_u POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end RELOP_element_of blackboard_Z PUNCT_, italic_S POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end OPEN_( italic_t CLOSE_) RELOP_equals italic_u POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end ADDOP_plus italic_zeta POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end OPEN_( NUM CLOSE_) ADDOP_plus italic_zeta POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end OPEN_( NUM CLOSE_) ADDOP_plus ID_cdots ADDOP_plus italic_zeta POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end OPEN_( italic_t CLOSE_) PUNCT_, italic_t RELOP_element_of blackboard_N PUNCT_, NUM RELOP_less_than_or_equals italic_j RELOP_less_than_or_equals italic_N PERIOD_. let blackboard_Z POSTSUBSCRIPT_start e POSTSUBSCRIPT_end RELOP_equals NUM blackboard_Z RELOP_equals OPEN_{ ID_dots PUNCT_, ADDOP_minus NUM PUNCT_, NUM PUNCT_, NUM PUNCT_, NUM PUNCT_, ID_dots CLOSE_} and blackboard_Z POSTSUBSCRIPT_start o POSTSUBSCRIPT_end RELOP_equals NUM ADDOP_plus NUM blackboard_Z RELOP_equals OPEN_{ ID_dots PUNCT_, ADDOP_minus NUM PUNCT_, NUM PUNCT_, NUM PUNCT_, NUM PUNCT_, ID_dots CLOSE_} for each component italic_S POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end OPEN_( MULOP_cdot CLOSE_) PUNCT_, NUM RELOP_less_than_or_equals italic_j RELOP_less_than_or_equals italic_N the transition probability is given by italic_p OPEN_( italic_t ADDOP_minus italic_s PUNCT_, italic_y VERTBAR_| italic_x CLOSE_) RELOP_equals P OPEN_[ italic_S POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end OPEN_( italic_t CLOSE_) RELOP_equals italic_y VERTBAR_| italic_S POSTSUBSCRIPT_start italic_j POSTSUBSCRIPT_end OPEN_( italic_s CLOSE_) RELOP_equals italic_x CLOSE_] RELOP_equals OPEN_{ we always take the initial point bold_italic_u RELOP_equals OPEN_( italic_u POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_dots PUNCT_, italic_u POSTSUBSCRIPT_start italic_N POSTSUBSCRIPT_end CLOSE_) RELOP_equals bold_italic_S OPEN_( NUM CLOSE_) from blackboard_Z POSTSUPERSCRIPT_start italic_N POSTSUPERSCRIPT_end POSTSUBSCRIPT_start e POSTSUBSCRIPT_end then bold_italic_S OPEN_( italic_t CLOSE_) RELOP_element_of blackboard_Z POSTSUPERSCRIPT_start italic_N POSTSUPERSCRIPT_end POSTSUBSCRIPT_start e POSTSUBSCRIPT_end if italic_t is even and bold_italic_S OPEN_( italic_t CLOSE_) RELOP_element_of blackboard_Z POSTSUPERSCRIPT_start italic_N POSTSUPERSCRIPT_end POSTSUBSCRIPT_start o POSTSUBSCRIPT_end if italic_t is odd the probability space is denoted as OPEN_( Omega PUNCT_, caligraphic_F PUNCT_, P POSTSUBSCRIPT_start bold_italic_u POSTSUBSCRIPT_end CLOSE_) and expectation is written as E POSTSUBSCRIPT_start bold_italic_u POSTSUBSCRIPT_end                          "
introduction,keywords,the italic_d dimensional italic_L POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end critical nonlinear schrodinger initial value problem                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
introduction,proof,"consider the bernstein space italic_B POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_R POSTSUBSCRIPT_end defined as the subspace of functions italic_f in italic_L POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end OPEN_( blackboard_R CLOSE_) whose distributive fourier transform caligraphic_F italic_f has support in the interval OPEN_[ ADDOP_minus italic_R PUNCT_, italic_R CLOSE_] let italic_A POSTSUBSCRIPT_start italic_delta POSTSUBSCRIPT_end denote the family of normalized backward difference operators italic_A POSTSUBSCRIPT_start italic_delta POSTSUBSCRIPT_end italic_f OPEN_( italic_z CLOSE_) RELOP_equals FRACOP_italic_divide ARG_start italic_f OPEN_( italic_z CLOSE_) ADDOP_minus italic_f OPEN_( italic_z ADDOP_minus italic_delta CLOSE_) ARG_end ARG_start italic_delta ARG_end OPEN_( italic_f RELOP_element_of italic_B POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_R POSTSUBSCRIPT_end PUNCT_, italic_z RELOP_element_of blackboard_C CLOSE_) PUNCT_, for italic_delta RELOP_element_of OPEN_( NUM PUNCT_, NUM CLOSE_] let OVERACCENT_dot ARG_start italic_B ARG_end POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_R POSTSUBSCRIPT_end RELOP_equals OPEN_{ italic_f RELOP_element_of italic_B POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_R POSTSUBSCRIPT_end METARELOP_colon italic_x italic_f OPEN_( italic_x CLOSE_) RELOP_element_of italic_L POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end OPEN_( blackboard_R CLOSE_) CLOSE_} note that italic_f RELOP_element_of OVERACCENT_dot ARG_start italic_B ARG_end POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_R POSTSUBSCRIPT_end ARROW_Rightarrow italic_x italic_f OPEN_( italic_x CLOSE_) RELOP_element_of italic_B POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_R POSTSUBSCRIPT_end and let italic_B METARELOP_colon OVERACCENT_dot ARG_start italic_B ARG_end POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_R POSTSUBSCRIPT_end ARROW_to italic_B POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_R POSTSUBSCRIPT_end denote the multiplication operator italic_B italic_f OPEN_( italic_x CLOSE_) RELOP_equals italic_x italic_f OPEN_( italic_x CLOSE_) OPEN_( italic_f RELOP_element_of OVERACCENT_dot ARG_start italic_B ARG_end POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_R POSTSUBSCRIPT_end PUNCT_, italic_x RELOP_element_of blackboard_R CLOSE_) PERIOD_. using an operator theoretic approach see citationelement we get the uncertainty inequalities VERTBAR_∥ OPEN_( italic_A POSTSUBSCRIPT_start italic_delta POSTSUBSCRIPT_end ADDOP_minus italic_a CLOSE_) italic_f VERTBAR_∥ POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end VERTBAR_∥ OPEN_( italic_B ADDOP_minus italic_b CLOSE_) italic_f VERTBAR_∥ POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_greater_than_or_equals FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM ARG_end VERTBAR_| OPEN_langle italic_f OPEN_( MULOP_cdot ADDOP_minus italic_delta CLOSE_) PUNCT_, italic_f CLOSE_rangle VERTBAR_| PUNCT_, for NUM RELOP_not_equals italic_f RELOP_element_of OVERACCENT_dot ARG_start italic_B ARG_end POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_R POSTSUBSCRIPT_end and all italic_a PUNCT_, italic_b RELOP_element_of blackboard_C                                                                                                                                                                             "
introduction,proposition,let caligraphic_G be a finite group italic_A RELOP_element_of caligraphic_G and italic_A POSTSUPERSCRIPT_start caligraphic_G POSTSUPERSCRIPT_end RELOP_equals OPEN_{ italic_A POSTSUPERSCRIPT_start italic_B POSTSUPERSCRIPT_end VERTBAR_mid italic_B RELOP_element_of caligraphic_G CLOSE_} be the conjugacy class of italic_A in caligraphic_G let caligraphic_X be a caligraphic_G invariant subset of caligraphic_G i e caligraphic_X POSTSUPERSCRIPT_start italic_A POSTSUPERSCRIPT_end RELOP_equals OPEN_{ italic_B POSTSUPERSCRIPT_start italic_A POSTSUPERSCRIPT_end VERTBAR_mid italic_B RELOP_element_of caligraphic_X CLOSE_} RELOP_equals caligraphic_X for all italic_A RELOP_element_of caligraphic_G then caligraphic_X can be expressed as a union of italic_n distinct conjugacy classes of caligraphic_G for some integer italic_n RELOP_greater_than NUM set italic_eta OPEN_( caligraphic_X CLOSE_) RELOP_equals italic_n                                                                                                                                                                                                                                                                                                                                                                                                  
introduction,problem,"consider the botlzmann equation with slab symmetry italic_f POSTSUBSCRIPT_start italic_t POSTSUBSCRIPT_end ADDOP_plus italic_xi POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end italic_f POSTSUBSCRIPT_start italic_x POSTSUBSCRIPT_end RELOP_equals FRACOP_italic_divide ARG_start NUM ARG_end ARG_start italic_varepsilon ARG_end italic_Q OPEN_( italic_f PUNCT_, italic_f CLOSE_) PUNCT_, OPEN_( italic_f PUNCT_, italic_x PUNCT_, italic_t PUNCT_, italic_xi CLOSE_) RELOP_element_of bold_R MULOP_times bold_R MULOP_times bold_R POSTSUPERSCRIPT_start ADDOP_plus POSTSUPERSCRIPT_end MULOP_times bold_R POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end PUNCT_, where italic_xi RELOP_equals OPEN_( italic_xi POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, italic_xi POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, italic_xi POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CLOSE_) RELOP_element_of bold_R POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end italic_f OPEN_( italic_x PUNCT_, italic_t PUNCT_, italic_xi CLOSE_) is the density distribution function of the particles at time italic_t and space italic_x with velocity italic_xi and italic_varepsilon RELOP_greater_than NUM is the knudsen number which is proportional to the mean free path                                                                                                                                                                                                                                                                                                                                                                    "
introduction,related work,work stealing is an efficient and popular paradigm for scheduling multithreaded computations while its practical benefits have been known for decades citationelement and several researchers have found applications of the paradigm citationelement blumofe and leiserson citationelement were the first to give a theoretical analysis of work stealing their scheduler executes a fully strict i e well structured multithreaded computations on italic_P processors within an expected time of italic_T POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end MULOP_divide italic_P ADDOP_plus italic_O OPEN_( italic_T POSTSUBSCRIPT_start ID_infinity POSTSUBSCRIPT_end CLOSE_) where italic_T POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end is the minimum serial execution time of the multithreaded computation the work of the computation and italic_T POSTSUBSCRIPT_start ID_infinity POSTSUBSCRIPT_end is the minimum execution time with an infinite number of processors the span of the computation                                                                                                                                                                                                                                                                                                                                                                      
introduction,remark,non relativistic conformal symmetries which are attracting much present interest citationelement are of two types                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
introduction,result,let us start by stating a sobolev type inequality for differential forms on a compact manifold                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
keywords,abstract,citation analysis citation network citation normalisation citing side normalisation source level normalisation a priori normalisation fractional citation citation network citation transactions scientific system scientific change interdisciplinarity                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
keywords,example,jacobian group structure distribution of divisors                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
keywords,proposition,sum set product set sum product estimates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
proof,abstract,"for any given order type defined by an ordered point set italic_P RELOP_equals OPEN_langle italic_p POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, ID_ldots PUNCT_, italic_p POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end CLOSE_rangle we show that there is an ordered set of NUM italic_n points in general position whose order type encodes the order type of italic_P together with the goodman pollack bound this shows that the number of combinatorially distinct order types defined by any set of italic_n points not necessarily in general position is italic_n POSTSUPERSCRIPT_start caligraphic_O OPEN_( italic_n CLOSE_) POSTSUPERSCRIPT_end                                                                                                                                                                                                                                                                                                                                                                                                          "
proof,acknowledgement,we thank robert israel for suggesting this proof                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
proof,conclusion,the main ingredient beside proposition ref is the following                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
proof,definition,"given italic_U let Lambda OPEN_( italic_U CLOSE_) be the set of direction vectors of probes italic_p POSTSUBSCRIPT_start italic_F PUNCT_, italic_lambda POSTSUBSCRIPT_end OPEN_( italic_w CLOSE_) that displace some point italic_y in italic_U                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
proof,example,"let italic_phi METARELOP_colon italic_V ARROW_to italic_S POSTSUPERSCRIPT_start OPEN_( NUM PUNCT_, NUM CLOSE_) POSTSUPERSCRIPT_end ADDOP_direct_sum italic_S POSTSUPERSCRIPT_start OPEN_( NUM PUNCT_, NUM POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end CLOSE_) POSTSUPERSCRIPT_end be the linear isomorphism defined on the basis OPEN_{ italic_xi POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end PUNCT_, italic_zeta POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end CLOSE_} POSTSUBSCRIPT_start italic_i RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end and OPEN_{ italic_v POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end PUNCT_, italic_w POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end CLOSE_} POSTSUBSCRIPT_start italic_i RELOP_equals NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end by OPEN_[ italic_phi CLOSE_] RELOP_equals OPEN_( NUM NUM NUM NUM NUM NUM ADDOP_minus NUM NUM NUM NUM NUM NUM NUM ADDOP_minus NUM NUM NUM NUM NUM NUM NUM NUM NUM NUM NUM NUM NUM NUM ADDOP_minus NUM NUM NUM NUM NUM NUM NUM ADDOP_minus NUM NUM CLOSE_) PERIOD_. we define a structure of Bbbk blackboard_S POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end module on italic_V to make italic_phi into an isomorphism of Bbbk blackboard_S POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end modules we have thus defined the action of the elements italic_H POSTSUBSCRIPT_start italic_t POSTSUBSCRIPT_end on this module from the definition of the action for italic_a POSTSUBSCRIPT_start OPEN_( NUM CLOSE_) POSTSUBSCRIPT_end it is easy to describe the action of italic_a POSTSUBSCRIPT_start OPEN_( NUM CLOSE_) POSTSUBSCRIPT_end PUNCT_, italic_a POSTSUBSCRIPT_start OPEN_( NUM CLOSE_) POSTSUBSCRIPT_end PUNCT_, italic_a POSTSUBSCRIPT_start OPEN_( NUM CLOSE_) POSTSUBSCRIPT_end and to check that it defines in fact an caligraphic_H OPEN_( caligraphic_D OPEN_[ italic_t CLOSE_] CLOSE_) module since italic_a POSTSUBSCRIPT_start OPEN_( NUM CLOSE_) POSTSUBSCRIPT_end permutes italic_S POSTSUPERSCRIPT_start OPEN_( NUM PUNCT_, NUM CLOSE_) POSTSUPERSCRIPT_end and italic_S POSTSUPERSCRIPT_start OPEN_( NUM PUNCT_, NUM POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end CLOSE_) POSTSUPERSCRIPT_end italic_V is irreducible                                                                                                                                                                                                                                     "
proof,introduction,recall that the bloch space is isomorphic to the space of all bounded complex sequences italic_l POSTSUPERSCRIPT_start ID_infinity POSTSUPERSCRIPT_end see luskys paper citationelement on the other hand italic_l POSTSUPERSCRIPT_start ID_infinity POSTSUPERSCRIPT_end is a unital commutative italic_C POSTSUPERSCRIPT_start MULOP_ast POSTSUPERSCRIPT_end algebra endowed with the usual operations of coordinatewise multiplication and conjugation the gelfand naimark theorem see citationelement where the author uses the term italic_B POSTSUPERSCRIPT_start MULOP_ast POSTSUPERSCRIPT_end algebra instead now implies that italic_l POSTSUPERSCRIPT_start ID_infinity POSTSUPERSCRIPT_end is isomorphic to a space of continuous functions on its maximal ideals which is a compact hausdorff space by citationelement thus we are allowed to apply a banach saks type theorem proved in NUM by diestel seifert and niculescu see citationelement which establishes that any weakly compact linear operator from a space of continuous functions on a compact hausdorff space into an arbitrary banach space has the banach saks property                                                                                                                                                                                                                                                                                                                                               
proof,keywords,generalized picard iteration or limit of steepest descend scheme                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
proof,proposition,"let italic_t RELOP_element_of OPEN_( italic_t POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, italic_t POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end CLOSE_] and let Theta OPEN_( italic_s PUNCT_, italic_theta PUNCT_, italic_t CLOSE_) denote a solution of the characteristic equation with initial conditions Theta OPEN_( italic_t PUNCT_, italic_theta PUNCT_, italic_t CLOSE_) RELOP_equals italic_theta such that OPEN_( italic_s PUNCT_, Theta OPEN_( italic_s PUNCT_, italic_theta PUNCT_, italic_t CLOSE_) CLOSE_) correponds to a constant italic_v line in null coordinates as introduced in section ref                                                                                                                                                                                                                                                                                                                                                                                                                        "
proof,problem,check that the proof as carried out for the case italic_mu RELOP_equals italic_omega in citationelement including all references also works under our circumstances                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
proof,related work,most of the work has already been accomplished in citationelement and citationelement there they use an axiomatisation italic_M italic_K POSTSUPERSCRIPT_start MULOP_times POSTSUPERSCRIPT_end that also includes the following class bounding axiom                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
